© 2000-2025 QIAGEN. All rights reserved.

Analysis Details for My Projects->Nasal_TB->blood5k_ipa - 2025-11-25 05:21 PM
Workspace	My Projects
Project	Nasal_TB
Analysis	blood5k_ipa - 2025-11-25 05:21 PM
Date	Tue Nov 25 14:21:55 PST 2025
Analysis ID	43056416

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	0.05
Cutoff for Expression qvalue	0.1
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(species = Human) AND
(confidence = High (predicted) OR Experimentally Observed) AND
(tissues = Other T lymphocytes OR Activated CD56dim NK cells OR Bone marrow-derived dendritic cells OR Th17 cells OR Cytotoxic T cells OR Memory B cells OR Peripheral blood lymphocytes OR Activated CD56bright NK cells OR B lymphocytes not otherwise specified OR Effector memory cytotoxic T cells OR Other Monocyte-derived dendritic cells OR Effector memory RA+ cytotoxic T cells OR BDCA-1+ dendritic cells OR Dendritic cells not otherwise specified OR Myeloid dendritic cells OR Other Peripheral blood leukocytes OR PBMCs OR NK cells not otherwise specified OR Other NK cells OR Granulocytes not otherwise specified OR Other Dendritic cells OR Mature monocyte-derived dendritic cells OR Peripheral blood monocytes OR CD4+ T-lymphocytes OR Macrophages not otherwise specified OR Activated Vd1 Gamma-delta T cells OR Intraepithelial T lymphocytes OR Pro-B lymphocytes OR Monocyte-derived macrophage OR Mononuclear leukocytes not otherwise specified OR Other Granulocytes OR Plasma cells OR Plasmacytoid dendritic cells OR Immature monocyte-derived dendritic cells OR Other Memory T lymphocytes OR Immune cells not otherwise specified OR CD56bright NK cells OR Langerhans cells OR Central memory helper T cells OR Central memory cytotoxic T cells OR Other Mononuclear leukocytes OR Murine NKT cells OR Th2 cells OR Memory T lymphocytes not otherwise specified OR Naive B cells OR Neutrophils OR Other Macrophages OR Vd1 Gamma-delta T cells OR BDCA-3+ dendritic cells OR Activated Vd2 Gamma-delta T cells OR Effector T cells OR Eosinophils OR Vd2 Gamma-delta T cells OR CD56dim NK cells OR CD34+ cells OR Mast cells OR Peritoneal macrophages OR Naive helper T cells OR Lymphocytes not otherwise specified OR Monocytes not otherwise specified OR Effector memory helper T cells OR Activated helper T cells OR Other Monocytes OR T lymphocytes not otherwise specified OR Th1 cells OR Natural T-regulatory cells OR Bone marrow-derived macrophages OR Thymocytes OR Monocyte-derived dendritic cells not otherwise specified OR Peripheral blood leukocytes not otherwise specified OR Other Immune cells OR Other Lymphocytes OR Other B lymphocytes OR Pre-B lymphocytes OR Microglia)

Canonical Pathways for My Projects->Nasal_TB->blood5k_ipa - 2025-11-25 05:21 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	activation	Activation of granulocytes	1.23E-02	 	0.631	 	0.106	PTGDR2,IL15,F2RL1,CCL5,FCGR2A,PREX1,CD200,C5,SIGLEC9,ITGB2,CAMP,GRN,FCAR,PRKCD,LTB4R,CD300A	16	
Cardiovascular System Development and Function, Cell-To-Cell Signaling and Interaction	binding	Binding of vascular endothelial cells	1.23E-02	 	1.755	 	0.860	ITGAM,PLAUR,SELL,C5,ITGB2,PPBP,CD44,PROC,SELP,STAT1,ADGRE5,SELPLG,ERG,ICAM1,STX4,CCL2	16	
Cellular Development, Cellular Growth and Proliferation, Hematological System Development and Function, Hematopoiesis, Lymphoid Tissue Structure and Development, Tissue Development	dendropoiesis	Dendropoiesis	1.33E-02	Increased	3.149	 	2.237	S100A9,AGER,TLR5,IL15,IFNK,TLR1,ID2,LTBR,SPI1,SLC29A1,SPIB,TLR4,RUNX1,GNLY,TET2,HLA-B,FTH1,ETV6,TLR2,TET3,GADD45G	21	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Immune Cell Trafficking	adhesion	Adhesion of peripheral blood leukocytes	1.37E-02	 	0.928	 	0.231	FLOT1,ITGAM,LCP2,RIPOR2,PTK2B,SELL,FYB1,RAC1,CCL2	9	
Lipid Metabolism, Small Molecule Biochemistry	synthesis	Synthesis of leukotriene	1.37E-02	Increased	2.789	bias	2.032	AGER,CCL5,ALOX5AP,FCGR2A,C5,CAMP,FPR1,TLR2,PLA2G4A	9	
Cellular Compromise, Hypersensitivity Response, Inflammatory Response	degranulation	Degranulation of mast cells	1.43E-02	 	1.166	 	0.698	ADGRE2,FCGR1A,CD300A,RAB44,SH3BP2,CD200R1,FES,CAMP,TLR2,LYN	10	
Cancer, Hematological Disease, Organismal Injury and Abnormalities	myeloid or lymphoid neoplasm	Myeloid or lymphoid neoplasm	1.43E-02	 	 	 	 	GSK3B,CELSR1,PAG1,MPL,JAK2,MNT,CD79B,TNFSF8,SPI1,TNFRSF9,CD274,MXI1,BCL6,STAT3,CD63,IL1RAP,XIAP,FCMR,FAS,PSEN1	20	
Cellular Function and Maintenance	engulfment	Engulfment of cells	1.44E-02	 	0.342	bias	-0.423	ITGAM,PROS1,SFTPD,WAS,JAK2,FCGR2A,ITGB2,CNR2,NHLRC2,CAMP,HGF	11	
Cellular Movement, Hematological System Development and Function, Immune Cell Trafficking	migration	Migration of peripheral blood lymphocytes	1.45E-02	 	-0.200	 	-0.572	FLOT1,IL15,CCL5,RIPOR2,CCR5,ICAM1,LCP1	7	
Cancer, Organismal Injury and Abnormalities	neoplasia	Neoplasia of cells	1.50E-02	 	 	 	 	GSK3B,CELSR1,PAG1,MPL,JAK2,MNT,CD79B,TNFSF8,SPI1,TNFRSF9,CCR5,CD274,MXI1,BCL6,STAT3,CD63,IL1RAP,XIAP,FCMR,FAS,PSEN1	21	
Cancer, Hematological Disease, Organismal Injury and Abnormalities	hematologic cancer	Hematologic cancer	1.54E-02	 	 	 	 	GSK3B,CELSR1,PAG1,MPL,JAK2,MNT,CD79B,TNFSF8,SPI1,TNFRSF9,CD274,MXI1,BCL6,STAT3,IL1RAP,XIAP,FCMR,FAS,PSEN1	19	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	activation	Activation of cytotoxic T cells	1.62E-02	 	-1.671	 	-2.075	LILRB2,CEACAM6,ERBB2,TP53	4	
Cell Death and Survival, Organismal Injury and Abnormalities	apoptosis	Apoptosis of monocyte-derived dendritic cells	1.62E-02	 	1.176	 	1.075	TLR4,FAS,AXL,OSCAR	4	
Cellular Assembly and Organization, Inflammatory Response	formation	Formation of neutrophil extracellular trap	1.62E-02	 	0.000	 	-0.362	CD63,G6PD,C5,ALOX5	4	
Cell Signaling, Molecular Transport, Small Molecule Biochemistry, Vitamin and Mineral Metabolism	release	Release of Ca2+	1.62E-02	 	1.091	bias	0.380	F2RL1,FCGR2A,RYR1,C5	4	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	activation	Activation of CD8+ T lymphocyte	1.63E-02	 	-0.068	 	-0.068	LILRB2,STXBP2,HLA-E,IL27,CD274,HFE	6	
Cell Death and Survival, Cellular Compromise	cytotoxicity	Cytotoxicity of leukocytes	1.69E-02	 	1.327	 	0.524	ITGAM,IL15,CCL5,KLRF1,FCGR1A,CD58,CD48,ITGB2,HLA-E,MYH9,CEACAM1,FCAR,LAMP1,WAS,HLA-F,CD300A,SLAMF6,HLA-B,FERMT3,CD2,CCL2	21	
Cellular Movement, Hematological System Development and Function, Hypersensitivity Response, Immune Cell Trafficking	cell movement	Cell movement of eosinophils	1.70E-02	 	0.497	bias	-0.420	AGER,PTGDR2,CCL5,PLAUR,C5,PPARA,SIRPA,ITGB2,CAMP,FPR1,ITGA4,CCL2	12	
Cell-To-Cell Signaling and Interaction, Cellular Function and Maintenance, Inflammatory Response	phagocytosis	Phagocytosis of leukocytes	1.72E-02	 	0.555	bias	-0.029	ITGAM,PROS1,WAS,JAK2,FCGR2A,ITGB2,CNR2,NHLRC2,HGF	9	
Cell-mediated Immune Response, Cellular Movement, Hematological System Development and Function, Immune Cell Trafficking	migration	Migration of peripheral T lymphocyte	1.73E-02	 	0.218	 	-0.105	FLOT1,CCL5,RIPOR2,ICAM1,LCP1	5	
Cellular Movement, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	cell movement	Cell movement of peripheral blood monocytes	1.75E-02	 	0.216	bias	-0.646	ITGAM,ADAM17,CCL5,CD300A,FPR2,PLAUR,APP,FES,FPR1,CCL2	10	
Cellular Movement, Hematological System Development and Function, Immune Cell Trafficking	migration	Migration of PBMCs	1.75E-02	 	-0.493	 	-1.062	FLOT1,ADAM17,IL15,CCL5,RIPOR2,CD300A,CCR5,ICAM1,CCL2,LCP1	10	
Cancer, Hematological Disease, Organismal Injury and Abnormalities	neoplasia	Neoplasia of blood cells	1.82E-02	 	 	 	 	GSK3B,CELSR1,PAG1,MPL,JAK2,MNT,CD79B,TNFSF8,SPI1,TNFRSF9,CD274,MXI1,BCL6,STAT3,CD63,IL1RAP,XIAP,FCMR,FAS,PSEN1	20	
Hematological System Development and Function, Hypersensitivity Response, Immune Cell Trafficking, Inflammatory Response, Tissue Development	accumulation	Accumulation of basophils	1.92E-02	 	 	 	 	CCL5,CCL2	2	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Hematopoiesis, Immune Cell Trafficking, Inflammatory Response	activation	Activation of thymocytes	1.92E-02	 	 	 	 	CD58,CD2	2	
Cell Death and Survival, Organismal Injury and Abnormalities	apoptosis	Apoptosis of effector memory cytotoxic T cells	1.92E-02	 	 	 	 	IL15,FAS	2	
Cell Death and Survival, Organismal Injury and Abnormalities	apoptosis	Apoptosis of effector memory helper T cells	1.92E-02	 	 	 	 	IL15,FAS	2	
Cell Death and Survival, Organismal Injury and Abnormalities	apoptosis	Apoptosis of large granular lymphocytes	1.92E-02	 	 	 	 	STAT3,FAS	2	
Cell Cycle	S phase	Arrest in S phase of gamma-delta T lymphocytes	1.92E-02	 	 	 	 	TNFRSF14,BTLA	2	
Carbohydrate Metabolism, Lipid Metabolism, Small Molecule Biochemistry	binding	Binding of lipopolysaccharide	1.92E-02	 	 	 	 	BPI,CAMP	2	
Cardiovascular Disease, Organismal Injury and Abnormalities	coronary artery disease	Coronary artery disease	1.92E-02	 	 	 	 	FOS,PKM	2	
Cellular Development, Cellular Growth and Proliferation, Embryonic Development, Hematological System Development and Function, Hematopoiesis, Humoral Immune Response, Lymphoid Tissue Structure and Development, Organ Development, Organismal Development, Tissue Development	differentiation	Differentiation of innate like B cells	1.92E-02	 	 	 	 	IL15,HIF1A	2	
Cell Morphology, Cellular Compromise	distension	Distension of endoplasmic reticulum	1.92E-02	 	 	 	 	FAS,CD2	2	
Cellular Development, Cellular Growth and Proliferation, Hematological System Development and Function, Lymphoid Tissue Structure and Development	expansion	Expansion of naive T lymphocytes	1.92E-02	 	 	 	 	IL15,IL27	2	
Cell Morphology, Cellular Assembly and Organization, Cellular Function and Maintenance, Connective Tissue Disorders, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	loss	Loss of podosomes	1.92E-02	 	 	 	 	TLR4,ARPC1B	2	
Cellular Development, Hematological System Development and Function, Lymphoid Tissue Structure and Development	maturation	Maturation of myeloid dendritic cells	1.92E-02	 	 	 	 	TLR4,TNFRSF1A	2	
Cancer, Cardiovascular Disease, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	myelodysplastic syndrome/myeloproliferative neoplasm with ring sideroblasts and thrombocytosis	Myelodysplastic syndrome/myeloproliferative neoplasm with ring sideroblasts and thrombocytosis	1.92E-02	 	 	 	 	MPL,JAK2	2	
Lipid Metabolism, Small Molecule Biochemistry	phospholipid flip-flop	Phospholipid flip-flop of phosphatidylserine	1.92E-02	 	 	 	 	FAS,CD2	2	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Inflammatory Response	proinflammatory response	Proinflammatory response of peripheral blood monocytes	1.92E-02	 	 	 	 	TLR4,TLR2	2	
Cell-To-Cell Signaling and Interaction, Cell-mediated Immune Response, Cellular Movement, Hematological System Development and Function, Immune Cell Trafficking	recruitment	Recruitment of Th17 cells	1.92E-02	 	 	 	 	CCL5,CCL2	2	
Cellular Movement, Hematological System Development and Function, Hypersensitivity Response, Immune Cell Trafficking	migration	Migration of eosinophils	1.92E-02	 	0.277	bias	-0.437	AGER,PTGDR2,CCL5,PLAUR,C5,SIRPA,ITGB2	7	
Cancer, Organismal Injury and Abnormalities	extrapancreatic malignant tumor	Extrapancreatic malignant tumor	1.93E-02	Increased	2.000	 	2.000	GSK3B,CELSR1,MMP9,TNFSF8,TNFRSF9,CD274,LCP1,STAT3,IL1RAP,XIAP,ARG1,PSEN1,PAG1,MPL,JAK2,MNT,CD79B,SPI1,LCN2,MXI1,BCL6,LTF,CALCOCO2,PLIN3,FCMR,FAS,CD53	27	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	activation	Activation of antigen presenting cells	1.95E-02	 	0.579	 	0.027	AGER,BPI,CCL5,RAB4A,TNFRSF1A,CD200,LTBR,CD48,APP,SBNO2,CAMP,DYSF,TLR4,PROS1,SCN9A,CLU,MAPT,RAB27A,FAS,TLR2,SERPING1,HRH2	22	
Cellular Movement, Hematological System Development and Function, Immune Cell Trafficking	homing	Homing of leukocytes	1.95E-02	Increased	2.083	bias	0.501	S100A9,AGER,SFTPD,TNFRSF1A,JAK3,PPARA,ITGB2,TLR4,WAS,TLR2,CCL2,S1PR1,JAK2,CCL5,FPR2,C5,APP,PPBP,MCU,PTK2B,TNFAIP6,HLA-G,JAM3,CCR6,SEMA4D,GSK3B,IL15,F2RL1,MMP9,SOCS3,GNA12,IL6R,CAMP,FPR1,RAC2,LCP1,ADAM17,ROCK1,S100A8,PTGDR2,S100A12,PLAUR,CCR5,GPR183,PERP,SERPINA1,AXL,RAC1	48	
Cell Death and Survival, Cellular Compromise	cytotoxicity	Cytotoxicity of natural killer cells	2.01E-02	 	0.701	 	0.108	IL15,KLRF1,FCGR1A,CD58,CD48,ITGB2,MYH9,CEACAM1,LAMP1,WAS,CD300A,SLAMF6,FERMT3,CD2,CCL2	15	
Cell Death and Survival, Hematological System Development and Function, Organismal Injury and Abnormalities	cell viability	Cell viability of granulocytes	2.14E-02	Increased	2.813	bias	2.005	TLR4,STAT3,C5,TNFSF8,SIGLEC8,ITGB2,FAS,ICAM1,LYN	9	
Inflammatory Response	antibody-dependent cell-mediated cytotoxicity	Antibody-dependent cell-mediated cytotoxicity	2.14E-02	 	 	 	 	CD59,SMAD3,IL1RAP	3	
Cell Death and Survival, Hematological System Development and Function, Organismal Injury and Abnormalities	cell viability	Cell viability of macrophages	2.14E-02	 	 	 	 	IL15,APP,SLC29A3	3	
Cellular Development	lifespan	Lifespan of blood cells	2.14E-02	 	 	 	 	SEMA4D,BCL6,OSCAR	3	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	myelodysplastic syndrome	Myelodysplastic syndrome	2.14E-02	 	 	 	 	STAT3,MPL,JAK2	3	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	myeloproliferative disorder	Myeloproliferative neoplasm	2.14E-02	 	 	 	 	MPL,JAK2,IL1RAP	3	
Cell Death and Survival, Connective Tissue Disorders, Hematological Disease, Organismal Injury and Abnormalities	paroxysmal nocturnal hemoglobinuria	Paroxysmal nocturnal hemoglobinuria	2.14E-02	 	 	 	 	TNFSF8,CD274,CD177	3	
Hematological System Development and Function, Hematopoiesis, Lymphoid Tissue Structure and Development, Organ Morphology, Tissue Morphology	quantity	Quantity of thymocytes	2.14E-02	 	 	 	 	CHD7,FAS,NFKBIA	3	
Cell Cycle	S phase	S phase of T lymphocytes	2.14E-02	 	 	 	 	TNFRSF14,BTLA,TP53	3	
Cellular Movement, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	migration	Migration of neutrophils	2.14E-02	 	0.631	 	0.140	ITGAM,AGER,CCL5,SOCS3,C5,ITGB2,CAMP,FPR1,PPBP,RTN4,ITGB3,JAM3,FAS,CD177	14	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Hypersensitivity Response, Immune Cell Trafficking	adhesion	Adhesion of eosinophils	2.23E-02	 	 	 	 	SELP,SELPLG,C5,ITGA4,ITGB2,ICAM1	6	
Cellular Assembly and Organization, Cellular Function and Maintenance	organization	Microtubule dynamics	2.23E-02	 	0.882	 	0.559	WAS,SMPD1,MAP1A,ITGA4,ICAM1,LCP1	6	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	activation	Activation of macrophages	2.27E-02	 	-0.263	 	-0.672	AGER,BPI,CCL5,CD200,APP,SBNO2,CAMP,DYSF,TLR4,PROS1,CLU,MAPT,SERPING1	13	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	activation	Activation of neutrophils	2.27E-02	 	0.186	 	-0.195	IL15,F2RL1,CCL5,PREX1,C5,SIGLEC9,ITGB2,CAMP,GRN,FCAR,PRKCD,LTB4R,CD300A	13	
Infectious Diseases, Organismal Injury and Abnormalities	replication	Replication of RNA virus	2.27E-02	 	0.650	 	0.650	TLR5,AGFG1,ITGB5,CCL5,NOD2,PACSIN2,COMMD1,ATG7,DYRK1A,IL27,TLR4,TLR8,TLR2	13	
Hematological System Development and Function, Tissue Morphology	quantity	Quantity of leukocytes	2.36E-02	 	0.456	 	-0.162	MAPK14,IL15,MMP9,JAK2,ICOSLG,NOD2,ADM2,IL6R,JAK3,CHD7,FPR1,NFKBIA,RAC2,GHRL,STAT3,WAS,ERBB2,XIAP,STAT5B,FAS,CCL2	21	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	activation	Activation of mature T lymphocytes	2.50E-02	 	-0.218	 	-0.360	AGER,CD55,HLA-E,CD274,HFE	5	
Cellular Movement, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	cell movement	Cell movement of monocytes	2.54E-02	 	1.006	 	-0.024	SEMA4D,ITGAM,AGER,MAPK14,MMP9,ITGB2,CAMP,FPR1,ADAM17,WAS,CD300A,FES,MAOA,CCL2,PTGDR2,S100A12,CCL5,FPR2,PLAUR,C5,ITGAX,APP,TIMP2,PTK2B,ITGA4,HGF,LYN	27	
Cell-mediated Immune Response, Cellular Development, Cellular Function and Maintenance, Cellular Growth and Proliferation, Embryonic Development, Hematological System Development and Function, Hematopoiesis, Lymphoid Tissue Structure and Development, Organ Development, Organismal Development, Tissue Development	differentiation	Differentiation of regulatory T lymphocytes	2.57E-02	Increased	2.157	bias	1.404	BCL6,STAT3,LILRB2,ICOSLG,HLA-G,CD46,USP44,SOCS1,FOXO3,IL27	10	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	metastatic colorectal cancer	Metastatic colorectal cancer	2.60E-02	 	 	 	 	LTF,MMP9,ARG1,LCN2	4	
Hematological Disease, Immunological Disease, Infectious Diseases, Organismal Injury and Abnormalities	infection	Infection of mononuclear leukocytes	2.60E-02	 	-0.790	 	-0.966	SAMHD1,TNFRSF14,IL15,CCL5,CD46,ITGA4,CCR5,TLR2	8	
Cell Death and Survival, Organismal Injury and Abnormalities	apoptosis	Apoptosis of antigen presenting cells	2.79E-02	 	1.106	 	0.983	CCL5,GBP1,LCN2,TP53,OSCAR,TLR4,SOD2,CFLAR,STAT3,FAS,AXL,TLR2	12	
Cell-To-Cell Signaling and Interaction, Inflammatory Response	immune response	Immune response of monocytes	2.96E-02	 	1.109	 	0.628	TLR4,FCGR2A,C5,TNFRSF9,TLR2,CCL2	6	
Cellular Movement, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	transendothelial migration	Transendothelial migration of neutrophils	2.96E-02	 	0.555	 	0.287	ITGAM,SOCS3,JAM3,PPBP,RTN4,CD177	6	
Hematological System Development and Function, Tissue Morphology	quantity	Quantity of mononuclear leukocytes	3.16E-02	 	1.387	 	0.846	MAPK14,IL15,MMP9,ICOSLG,NOD2,IL6R,JAK3,CHD7,NFKBIA,STAT3,WAS,ERBB2,XIAP,STAT5B,FAS,CCL2	16	
Cell-To-Cell Signaling and Interaction, Cellular Function and Maintenance, Inflammatory Response	phagocytosis	Phagocytosis of phagocytes	3.21E-02	 	0.555	bias	-0.095	ITGAM,PROS1,JAK2,FCGR2A,ITGB2,CNR2,NHLRC2,HGF	8	
Hematological System Development and Function, Lymphoid Tissue Structure and Development, Tissue Morphology	quantity	Quantity of lymphocytes	3.42E-02	 	1.387	 	0.876	MAPK14,IL15,ICOSLG,NOD2,IL6R,JAK3,CHD7,NFKBIA,STAT3,WAS,ERBB2,XIAP,STAT5B,FAS,CCL2	15	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	activation	Activation of alpha-beta T lymphocytes	3.45E-02	 	-0.218	 	-0.360	AGER,CD55,HLA-E,CD274,HFE	5	
Lipid Metabolism, Small Molecule Biochemistry	synthesis	Synthesis of leukotriene C4	3.45E-02	Increased	2.000	bias	1.421	CCL5,ALOX5AP,FCGR2A,C5,FPR1	5	
Cell Death and Survival, Organismal Injury and Abnormalities	apoptosis	Apoptosis of T lymphocytes	3.50E-02	 	0.224	 	-0.018	GSK3B,SIVA1,IL15,CASP10,CCL5,CD59,CLC,IL6R,TPP2,RAC2,CD274,TP53,ETS2,NFKB2,HLA-G,XIAP,STAT5B,FAS,STAT5A,RAC1	20	
Cellular Function and Maintenance	homeostasis	Lymphocyte homeostasis	3.55E-02	Increased	2.767	 	1.939	MAPK14,IL15,JAK3,USP44,CHD7,IL27,CFLAR,STAT3,ADAM17,LILRB2,RUNX1,ADAM9,JAK2,ICOSLG,JAG1,CD46,LIF,VAV1,VNN1,BCL6,HLA-G,SOCS1,FAS,AXL,FOXO3,CD2,RAC1,IL12RB1	28	
Cellular Movement, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	chemotaxis	Chemotaxis of leukocytes	3.76E-02	 	1.863	bias	0.327	SEMA4D,GSK3B,S100A9,AGER,SFTPD,IL15,F2RL1,MMP9,TNFRSF1A,SOCS3,GNA12,IL6R,PPARA,ITGB2,CAMP,FPR1,RAC2,LCP1,TLR4,ADAM17,WAS,ROCK1,TLR2,CCL2,S1PR1,S100A8,PTGDR2,S100A12,CCL5,FPR2,PLAUR,C5,APP,CCR5,PPBP,GPR183,PERP,MCU,PTK2B,TNFAIP6,HLA-G,SERPINA1,JAM3,AXL,CCR6,RAC1	46	
Cellular Function and Maintenance	internalization	Internalization of cells	3.80E-02	 	0.555	bias	-0.063	ITGAM,PROS1,WAS,JAK2,FCGR2A,ITGB2,CNR2,NHLRC2,HGF	9	
Cell Death and Survival, Cellular Compromise	cytotoxicity	Cytotoxicity of lymphocytes	3.82E-02	 	1.139	 	0.375	IL15,CCL5,KLRF1,FCGR1A,CD58,CD48,ITGB2,HLA-E,MYH9,CEACAM1,LAMP1,WAS,HLA-F,CD300A,SLAMF6,HLA-B,FERMT3,CD2,CCL2	19	
Cell Death and Survival, Organismal Injury and Abnormalities	apoptosis	Apoptosis of eosinophils	3.83E-02	 	1.195	 	1.337	JAK2,RAF1,SIGLEC8,ITGB2,FAS,LYN	6	
Cell Death and Survival, Organismal Injury and Abnormalities	cell death	Cell death of monocytes	3.83E-02	 	-0.747	 	-0.624	FCAR,S100A8,CFLAR,CCR5,FAS,CAMP	6	
Cell-To-Cell Signaling and Interaction, Cellular Function and Maintenance, Hematological System Development and Function, Inflammatory Response	phagocytosis	Phagocytosis of neutrophils	3.83E-02	 	 	 	 	ITGAM,PROS1,JAK2,FCGR2A,ITGB2,HGF	6	
Cell-mediated Immune Response, Cellular Movement, Hematological System Development and Function, Immune Cell Trafficking	transmigration	Transmigration of T lymphocytes	3.83E-02	 	0.956	bias	0.283	PTGDR2,CCL5,ICAM1,CD274,TGM2,MYH9	6	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	activation	Activation of CD8-positive alpha-beta T cell	3.84E-02	 	 	 	 	HLA-E,CD274,HFE	3	
Cellular Movement, Hematological System Development and Function, Hypersensitivity Response, Immune Cell Trafficking	cell rolling	Arrest in cell rolling of eosinophils	3.84E-02	 	 	 	 	C5,ITGA4,ITGB2	3	
Carbohydrate Metabolism	binding	Binding of polysaccharide	3.84E-02	 	 	 	 	BPI,CAMP,CD44	3	
Cell Death and Survival, Hematological System Development and Function, Organismal Injury and Abnormalities	cell viability	Cell viability of monocytes	3.84E-02	 	 	 	 	AGER,TNFRSF9,HGF	3	
Cellular Movement, Hematological System Development and Function, Hypersensitivity Response, Immune Cell Trafficking, Inflammatory Response	chemotaxis	Chemotaxis of basophils	3.84E-02	 	 	 	 	PTGDR2,PLAUR,FPR1	3	
Cellular Function and Maintenance, Hematological System Development and Function	function	Function of myeloid cells	3.84E-02	 	 	 	 	CCL5,HLA-G,IL27	3	
Connective Tissue Disorders, Hematological Disease, Immunological Disease, Infectious Diseases, Organismal Injury and Abnormalities	infection	Infection of PBMCs	3.84E-02	 	 	 	 	IL15,CD46,CCR5	3	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response, Nervous System Development and Function	activation	Activation of microglia	3.87E-02	 	 	 	 	AGER,CLU,APP,MAPT	4	
Cell-mediated Immune Response, Cellular Movement, Hematological System Development and Function, Immune Cell Trafficking	cell movement	Cell movement of helper T lymphocytes	3.87E-02	 	 	 	 	PTGDR2,CCL5,SELPLG,S1PR1	4	
Cell Morphology, Cell-mediated Immune Response, Cellular Movement, Hematological System Development and Function, Immune Cell Trafficking	cell spreading	Cell spreading of T lymphocytes	3.87E-02	 	-0.152	 	-0.440	LCP2,PTK2B,SMPD1,FYB1	4	
Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	hypereosinophilic syndrome	Hypereosinophilic syndrome	3.87E-02	 	 	 	 	STAT3,TNFSF8,TNFRSF9,CCR5	4	
Cell Cycle	interphase	Interphase of T lymphocytes	3.87E-02	 	 	 	 	TNFRSF14,IL15,BTLA,TP53	4	
Cancer, Hematological Disease, Organismal Injury and Abnormalities	malignant myeloid neoplasm	Malignant myeloid neoplasm	3.87E-02	 	 	 	 	STAT3,MPL,JAK2,IL1RAP	4	
Lipid Metabolism, Small Molecule Biochemistry	metabolism	Metabolism of membrane lipid derivative	3.87E-02	 	 	 	 	FCGR2A,FPR2,PCYT1A,SERPINA1	4	
Cell-To-Cell Signaling and Interaction, Cellular Movement, Hematological System Development and Function, Immune Cell Trafficking	recruitment	Recruitment of mononuclear leukocytes	3.87E-02	 	-0.132	bias	-0.852	CCL5,IL6R,C5,CCL2	4	
Cell Morphology, Cellular Function and Maintenance	transmembrane potential	Transmembrane potential of mitochondria	3.87E-02	 	 	 	 	FAS,FPR1,NFKBIA,CD2	4	
Cell-mediated Immune Response, Cellular Function and Maintenance, Hematological System Development and Function	homeostasis	T cell homeostasis	3.88E-02	Increased	3.050	 	2.236	MAPK14,IL15,JAK3,USP44,CHD7,IL27,CFLAR,STAT3,ADAM17,LILRB2,RUNX1,ADAM9,JAK2,ICOSLG,JAG1,CD46,LIF,VAV1,VNN1,BCL6,HLA-G,SOCS1,FAS,FOXO3,CD2,RAC1,IL12RB1	27	
Cellular Movement, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	chemotaxis	Chemotaxis of PBMCs	3.92E-02	 	-0.165	bias	-0.899	CCL5,FPR2,PLAUR,CCR5,FPR1,TLR2,CCL2,LCP1	8	
