© 2000-2025 QIAGEN. All rights reserved.

Analysis Details for My Projects->Nasal_TB->nasal_5k_ipa - 2025-12-01 12:15 PM
Workspace	My Projects
Project	Nasal_TB
Analysis	nasal_5k_ipa - 2025-12-01 12:15 PM
Date	Mon Dec 01 09:15:07 PST 2025
Analysis ID	43063910

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Cutoff for Expression qvalue	0.1
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(species = Human) AND
(confidence = High (predicted) OR Experimentally Observed)

Canonical Pathways for My Projects->Nasal_TB->nasal_5k_ipa - 2025-12-01 12:15 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Cancer, Gastrointestinal Disease, Hepatic System Disease, Organismal Injury and Abnormalities	liver tumor	Liver tumor	2.16E-03	 	 	 	 	FABP6,NMNAT2,IFIT1,SFRP1,CLCA1,PPP1R16B,TESPA1,OTOF,CD69,SLC1A7,SIGLEC6,BTNL8,OASL,ADAM19,SORD,TUBB4B,PIP4K2A,UBXN11,IL31RA,RRAGB,CDH26,FETUB,PCDHA12,CCR3,MCOLN2,PHGDH,DENND2D,SLC26A4,ZBTB16,ITLN1,LRRC32,IFIT2,GZMB,SHISA2,SQLE,ANO1,COL28A1,CLEC12B,TPSAB1,PER1,ISG15,SLC9B2,CEBPE,RASGRP3,HEPH,MS4A1,HSD11B2,PTGDR2,RGS18,ITIH5,IFT74,HOXA3,CISH,IGFLR1,FDFT1,PDK4,WEE1,CD44,POSTN,GGT5,IFIT3,SLC9A3,CYP51A1,ZNF366,XCR1	65	
Cancer, Organismal Injury and Abnormalities	head and neck squamous cell cancer	Head and neck squamous cell carcinoma	2.17E-03	 	 	 	 	PDCD1LG2,RSAD2,CCL18,WDR93,NMNAT2,MMP12,SFRP1,CCN2,LRRC32,BAIAP3,HS3ST3A1,PPP1R16B,GZMB,TESPA1,OTOF,SQLE,ANO1,TPSAB1,ISG15,SLC9B2,IRF4,RASGRP3,NRROS,LRRC61,HEPH,ITIH5,ADAM19,FDFT1,PDK4,CD44,TUBB4B,PIP4K2A,POSTN,UBXN11,CLCNKB,CDH26,PCDHA12,SCNN1B,ZNF366,DYDC1,XCR1	41	
Cell Signaling, Molecular Transport, Vitamin and Mineral Metabolism	mobilization	Mobilization of Ca2+	2.24E-03	 	-1.408	 	-0.811	CCR7,CNR2,CCR3,CD44,CTSG,RFTN1	6	
Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	muscle weakness	Muscle weakness	2.31E-03	 	 	 	 	MS4A1,SLC1A7,IRF4,CD44,SYT2,TUBB4B,SPIB	7	
Inflammatory Disease, Inflammatory Response, Organismal Injury and Abnormalities, Respiratory Disease	inflammation	Inflammation of lung	2.33E-03	 	 	 	 	MS4A1,PER1,CYP51A1,FDFT1,GZMB,TUBB4B	6	
Auditory Disease, Neurological Disease, Organismal Injury and Abnormalities	early onset hearing loss	Early onset hearing loss	2.36E-03	 	 	 	 	OTOF,SLC26A4,CLCNKB,TUBB4B	4	
Cancer, Organismal Injury and Abnormalities	benign connective or soft tissue neoplasm	Benign connective or soft tissue neoplasm	2.36E-03	 	 	 	 	IFIT1,SFRP1,CCN2,FDFT1,HS3ST3A1,PDK4,WEE1,CD44,POSTN,IFIT3,ANO1,FETUB,SCNN1B	13	
Cell Death and Survival	cytolysis	Cytolysis of lymphoma cell lines	2.38E-03	 	 	 	 	MS4A1,ISG15	2	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	female genital tract cancer	Female genital tract cancer	2.48E-03	 	 	 	 	CCR7,PDCD1LG2,FABP6,NMNAT2,CLDN3,SFRP1,CASS4,CCN2,CLCA1,OTOF,SLC1A7,NRROS,BTNL8,OASL,GAS1,ADAM19,TUBB4B,TRAF5,PIP4K2A,IL31RA,PCDHA12,CRYBA1,MAP2K6,CCR3,ZNF157,MCOLN2,PHGDH,WDR93,DOK2,MMP12,ZBTB16,ITLN1,SAMD3,BAIAP3,ANKRD55,HS3ST3A1,VSTM1,GZMB,ARL15,SQLE,ANO1,COL28A1,TPSAB1,ISG15,SLC9B2,HRH4,IRF4,RASGRP3,HEPH,HSD11B2,EMP3,ITIH5,IFT74,FDFT1,CNR2,PDK4,CD44,CLEC12A,POSTN,GGT5,IFIT3,GAPT,CYP51A1,ZNF366,DYDC1,XCR1	66	
Cancer, Organismal Injury and Abnormalities	squamous-cell carcinoma	Squamous-cell carcinoma	2.50E-03	 	 	 	 	PDCD1LG2,RSAD2,CCL18,NMNAT2,IFIT1,SFRP1,CCN2,PPP1R16B,TESPA1,P2RY10,OTOF,SIGLEC6,NRROS,LRRC61,GAS1,ADAM19,TUBB4B,PIP4K2A,UBXN11,CDH26,PCDHA12,TASL,WDR93,DOK2,MMP12,LRRC32,SAMD3,BAIAP3,HS3ST3A1,VSTM1,GZMB,SQLE,ANO1,COL28A1,TPSAB1,ISG15,SLC9B2,IRF4,RASGRP3,HEPH,MS4A1,ITIH5,FDFT1,ENTPD4,PDK4,WEE1,CD44,POSTN,GGT5,CLCNKB,GAPT,SCNN1B,ZNF366,DYDC1,XCR1	55	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	activated B-cell-like diffuse large B-cell lymphoma	Activated B-cell-like diffuse large B-cell lymphoma	2.57E-03	 	 	 	 	MS4A1,IRF4,TUBB4B	3	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	non-Hodgkin disease	Grade 3 non-Hodgkin disease	2.57E-03	 	 	 	 	MS4A1,CD44,TUBB4B	3	
Molecular Transport	transmembrane transport	Transmembrane transport of anion	2.57E-03	 	 	 	 	SLC26A4,ANO1,CLDN3	3	
Cancer, Organismal Injury and Abnormalities	malignant tumor	Refractory malignant tumor	2.58E-03	 	 	 	 	MS4A1,RSAD2,CYP51A1,IRF4,FDFT1,RASGRP3,TUBB4B	7	
Cellular Function and Maintenance	ion homeostasis	Ion homeostasis of cells	2.59E-03	 	-0.445	 	0.025	MS4A1,CCR7,CCL18,SLC26A4,ANO1,SCNN1B,CCR3,XCR1	8	
Cancer, Organismal Injury and Abnormalities	upper aerodigestive tract carcinoma	Upper aerodigestive tract carcinoma	2.62E-03	 	 	 	 	CCR7,PDCD1LG2,RSAD2,CCL18,WDR93,MMP12,CST1,ZBTB16,SFRP1,CCN2,HS3ST3A1,VSTM1,TESPA1,OTOF,SQLE,ANO1,COL28A1,SIGLEC6,ISG15,IRF4,RASGRP3,NRROS,ITIH5,ADAM19,IGFLR1,FDFT1,WEE1,CD44,TUBB4B,PIP4K2A,POSTN,UBXN11,CDH26,PCDHA12,SCNN1B,DYDC1,MCOLN2,XCR1	38	
Cancer, Organismal Injury and Abnormalities	grade 3-4 tumor	Grade 3-4 tumor	2.69E-03	 	 	 	 	TNNC2,PDCD1LG2,FABP6,NMNAT2,CLDN3,CASS4,CLCA1,DMRTC2,PPP1R16B,CTSG,OTOF,CD69,SLC1A7,SIGLEC6,P2RY13,FHL3,ADAM19,SORD,TUBB4B,UBXN11,PRDX5,IL31RA,FETUB,PCDHA12,SLC27A3,CRYBA1,CCR3,RFTN1,MCOLN2,MAPKAPK3,PHGDH,DENND2D,SLC26A4,DOK2,ZBTB16,LRRC32,SAMD3,BAIAP3,IFIT2,HS3ST3A1,SHISA2,SQLE,ANO1,COL28A1,TPSAB1,PER1,SLC9B2,HRH4,IRF4,CEBPE,RASGRP3,HEPH,MS4A1,HSD11B2,PTGDR2,ITIH5,LGALS12,IFT74,CISH,ENTPD4,PDK4,WEE1,CD44,POSTN,IFIT3,CLCNKB,SLC9A3,SCNN1B,CRISP2	69	
Cell Death and Survival	apoptosis	Apoptosis of prostate cell lines	2.73E-03	 	 	 	 	SFRP1,PDK4	2	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CD20 positive CD30 positive anaplastic diffuse large B cell lymphoma	CD20 positive CD30 positive anaplastic diffuse large B cell lymphoma	2.73E-03	 	 	 	 	MS4A1,TUBB4B	2	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CD20 positive anaplastic large cell lymphoma	CD20 positive anaplastic large cell lymphoma	2.73E-03	 	 	 	 	MS4A1,TUBB4B	2	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CD20 positive centroblastic lymphoma	CD20 positive centroblastic lymphoma	2.73E-03	 	 	 	 	MS4A1,TUBB4B	2	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CD20 positive immunoblastic diffuse large B-cell lymphoma	CD20 positive immunoblastic diffuse large B-cell lymphoma	2.73E-03	 	 	 	 	MS4A1,TUBB4B	2	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CD20 positive plasmablastic lymphoma	CD20 positive plasmablastic lymphoma	2.73E-03	 	 	 	 	MS4A1,TUBB4B	2	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CD20 positive primary effusion lymphoma	CD20 positive primary effusion lymphoma	2.73E-03	 	 	 	 	MS4A1,TUBB4B	2	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	aggressive follicular lymphoma	Grade 3B aggressive follicular lymphoma	2.73E-03	 	 	 	 	MS4A1,TUBB4B	2	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CD30 positive anaplastic large cell lymphoma	Anaplastic large cell lymphoma	2.79E-03	 	 	 	 	MS4A1,IRF4,CCR3,TUBB4B	4	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	pancreaticobiliary cancer	Pancreaticobiliary cancer	2.87E-03	 	 	 	 	CCR7,MAPKAPK3,PDCD1LG2,PHGDH,DENND2D,CCL18,DOK2,CST1,ZBTB16,CASS4,CCN2,SAMD3,BAIAP3,IFIT2,HS3ST3A1,CLCA1,OR52M1,DMRTC2,SYT2,GZMB,TESPA1,ARL15,OTOF,SLC1A7,SQLE,ANO1,CEACAM21,PER1,RASGRP3,HEPH,ITIH5,ADAM19,PDK4,WEE1,CD44,TUBB4B,POSTN,CDH26,FETUB,PCDHA12,CYP51A1,CRISP2,CCR3	43	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	uterine serous papillary cancer	Uterine serous papillary cancer	2.92E-03	 	 	 	 	HEPH,CLDN3,GAS1,ISG15,ZBTB16,SFRP1	6	
Cancer, Neurological Disease, Organismal Injury and Abnormalities	central nervous system tumor	Primary central nervous system tumor	2.94E-03	 	 	 	 	MS4A1,ADAM19,SAMD3,SORD,TUBB4B	5	
Infectious Diseases, Organismal Injury and Abnormalities	infection	Infection by RNA virus	2.98E-03	 	-0.684	bias	0.354	CCR7,MAPKAPK3,RSAD2,IFIT1,CASS4,CCN2,IFIT2,CTSG,GZMB,P2RY10,ANO1,ISG15,FHL3,MS4A1,PTGDR2,FDFT1,CD44,TUBB4B,GGT5,IFIT3,SLC9A3,RRAGB,CYP51A1,SLC27A3,CCR3,RFTN1,XCR1	27	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	activation	Activation of lymphocytes	3.03E-03	 	 	 	 	MS4A1,CLC,CDH26,CD1B,CD44,CTSG	6	
Gastrointestinal Disease, Organismal Injury and Abnormalities	periodontal disease	Periodontal disease	3.06E-03	 	 	 	 	CD69,PTGDR2,PHGDH,PRSS33,MMP12,GZMB,TUBB4B	7	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	development	Development of genital tumor	3.06E-03	 	 	 	 	CCR7,PDCD1LG2,FABP6,NMNAT2,CLDN3,IFIT1,SFRP1,CASS4,OTOF,SLC1A7,NRROS,BTNL8,OASL,GAS1,ADAM19,TUBB4B,TRAF5,PIP4K2A,IL31RA,PCDHA12,CRYBA1,MAP2K6,CCR3,ZNF157,MCOLN2,PHGDH,WDR93,DOK2,MMP12,ZBTB16,ITLN1,SAMD3,BAIAP3,ANKRD55,HS3ST3A1,VSTM1,GZMB,ARL15,SQLE,ANO1,COL28A1,TPSAB1,ISG15,SLC9B2,HRH4,IRF4,RASGRP3,HEPH,HSD11B2,EMP3,ITIH5,IFT74,FDFT1,CNR2,PDK4,WEE1,CD44,CLEC12A,POSTN,GGT5,IFIT3,GAPT,ZNF366,DYDC1,XCR1	65	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	breast cancer	Stage III breast cancer	3.07E-03	 	 	 	 	SQLE,MMP12,FDFT1,TUBB4B	4	
Cancer, Cell-To-Cell Signaling and Interaction	sphere formation	Sphere formation of pancreatic cancer cell lines	3.11E-03	 	 	 	 	ISG15,CD44	2	
Cancer, Organismal Injury and Abnormalities	development	Development of neuroepithelial tumor	3.18E-03	 	 	 	 	TNNC2,CCR7,PDCD1LG2,FABP6,NMNAT2,CLDN3,IFIT1,SFRP1,CASS4,CLCA1,DMRTC2,PPP1R16B,CTSG,SYT2,OTOF,CD69,SLC1A7,SIGLEC6,P2RY13,FHL3,ADAM19,SORD,TUBB4B,TRAF5,PIP4K2A,UBXN11,PRDX5,IL31RA,FETUB,PCDHA12,SLC27A3,CRYBA1,CCR3,RFTN1,MCOLN2,MAPKAPK3,PHGDH,DENND2D,SLC26A4,DOK2,ZBTB16,LRRC32,SAMD3,BAIAP3,ANKRD55,IFIT2,HS3ST3A1,SHISA2,SQLE,ANO1,COL28A1,TPSAB1,PER1,SLC9B2,HRH4,IRF4,CEBPE,RASGRP3,HEPH,MS4A1,NAIF1,HSD11B2,PTGDR2,EMP3,ITIH5,LGALS12,IFT74,CISH,ENTPD4,PDK4,WEE1,CD44,POSTN,IFIT3,CLCNKB,SLC9A3,CYP51A1,SCNN1B,CRISP2,XCR1	80	
Cell Death and Survival	cytolysis	Cytolysis	3.25E-03	 	-0.985	 	-0.839	MS4A1,CCR7,CD69,ISG15,CD44,GZMB	6	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	pancreaticobiliary carcinoma	Pancreaticobiliary carcinoma	3.30E-03	 	 	 	 	CCR7,MAPKAPK3,PDCD1LG2,PHGDH,DENND2D,CCL18,DOK2,CST1,ZBTB16,CASS4,CCN2,SAMD3,BAIAP3,IFIT2,HS3ST3A1,CLCA1,OR52M1,DMRTC2,SYT2,GZMB,TESPA1,ARL15,OTOF,SLC1A7,CEACAM21,PER1,RASGRP3,HEPH,ITIH5,ADAM19,PDK4,WEE1,CD44,TUBB4B,POSTN,CDH26,FETUB,PCDHA12,CYP51A1,CRISP2,CCR3	41	
Cancer, Organismal Injury and Abnormalities	breast or colorectal cancer	Breast or colorectal cancer	3.32E-03	 	 	 	 	TNNC2,CCR7,PDCD1LG2,FABP6,RSAD2,CLDN3,IFIT1,SFRP1,CCN2,CLCA1,OR52M1,CTSG,SKAP2,TESPA1,SPIB,P2RY10,OTOF,CD69,SLC1A7,SIGLEC6,P2RY13,BTNL8,LRRC61,OASL,GAS1,ADAM19,SORD,TUBB4B,TRAF5,PIP4K2A,UBXN11,PRDX5,FETUB,PCDHA12,SLC27A3,MAP2K6,CCR3,MCOLN2,MAPKAPK3,PHGDH,DENND2D,SLC26A4,PRSS33,DOK2,MMP12,CST1,ZBTB16,LRRC32,HS3ST3A1,VSTM1,GZMB,SQLE,ANO1,COL28A1,TPSAB1,PER1,SLC9B2,HRH4,IRF4,CD1B,RASGRP3,MS4A1,HSD11B2,PTGDR2,EMP3,ITIH5,HOXA3,FDFT1,CNR2,PDK4,WEE1,CD44,CLEC12A,POSTN,GGT5,CLCNKB,CYP51A1,SCNN1B,ZNF366,XCR1	80	
Cancer, Immunological Disease, Organismal Injury and Abnormalities, Reproductive System Disease	lymph node-positive breast cancer	Lymph node-positive breast cancer	3.34E-03	 	 	 	 	CCR7,CD44,TUBB4B	3	
Cancer, Immunological Disease, Organismal Injury and Abnormalities	lymphoreticular neoplasm	Lymphoreticular neoplasm	3.35E-03	 	 	 	 	CCR7,PDCD1LG2,RSAD2,CCL18,IFIT1,CTSG,SYT2,TESPA1,SPIB,P2RY10,OTOF,CD69,FHL3,BTNL8,CLC,OASL,ADAM19,SORD,TUBB4B,IL31RA,FETUB,PCDHA12,CCR3,RFTN1,PHGDH,MMP12,ZBTB16,BAIAP3,ANKRD55,IFIT2,GZMB,ANO1,PER1,ISG15,SLC9B2,IRF4,RASGRP3,MS4A1,ITIH5,IFT74,FDFT1,PDK4,WEE1,CD44,CLEC12A,POSTN,GGT5,IFIT3,CYP51A1,CRISP2	50	
Cancer, Organismal Injury and Abnormalities	malignant neoplasm of aerodigestive tract	Malignant neoplasm of aerodigestive tract	3.38E-03	 	 	 	 	CCR7,PDCD1LG2,RSAD2,CCL18,WDR93,MMP12,CST1,ZBTB16,SFRP1,CCN2,IFIT2,HS3ST3A1,VSTM1,TESPA1,OTOF,SQLE,ANO1,COL28A1,SIGLEC6,ISG15,IRF4,RASGRP3,NRROS,ITIH5,ADAM19,IGFLR1,FDFT1,WEE1,CD44,TUBB4B,PIP4K2A,POSTN,UBXN11,CDH26,PCDHA12,SCNN1B,DYDC1,MCOLN2,XCR1	39	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	upper gastrointestinal tract cancer	Upper gastrointestinal tract cancer	3.41E-03	 	 	 	 	CCR7,PDCD1LG2,RSAD2,CCL18,SFRP1,CASS4,CCN2,CLCA1,SKAP2,TESPA1,P2RY10,OTOF,SLC1A7,SIGLEC6,FHL3,NRROS,TUBB4B,PIP4K2A,UBXN11,CDH26,FETUB,PCDHA12,SLC27A3,CCR3,MCOLN2,MAPKAPK3,PHGDH,MMP12,CST1,ZBTB16,LRRC32,BAIAP3,IFIT2,HS3ST3A1,VSTM1,GZMB,SQLE,ANO1,COL28A1,PER1,ISG15,IRF4,CEBPE,RASGRP3,MS4A1,RGS18,ITIH5,HOXA3,IGFLR1,FDFT1,ENTPD4,PDK4,CAPS2,WEE1,CD44,POSTN,CLCNKB,CYP51A1,SCNN1B,ZNF366,DYDC1,XCR1	62	
Cancer, Organismal Injury and Abnormalities	malignant solid tumor	Refractory malignant solid tumor	3.43E-03	 	 	 	 	MS4A1,RSAD2,CYP51A1,FDFT1,RASGRP3,TUBB4B	6	
Cellular Development, Cellular Growth and Proliferation, Embryonic Development, Hematological System Development and Function, Hematopoiesis, Humoral Immune Response, Lymphoid Tissue Structure and Development, Organ Development, Organismal Development, Tissue Development	differentiation	Differentiation of B lymphocytes	3.51E-03	 	 	 	 	MS4A1,SFRP1,SPIB	3	
Hereditary Disorder, Immunological Disease, Organismal Injury and Abnormalities	immunodeficiency	Autosomal dominant immunodeficiency	3.51E-03	 	 	 	 	IRF4,CEBPE	2	
Cellular Movement	chemotaxis	Chemotaxis of carcinoma cell lines	3.51E-03	 	 	 	 	CCL18,CD44	2	
Cellular Growth and Proliferation	tumorsphere formation	Tumorsphere formation	3.51E-03	 	 	 	 	SFRP1,CD44	2	
Cancer, Endocrine System Disorders, Gastrointestinal Disease, Organismal Injury and Abnormalities	pancreatic tumor	Pancreatic tumor	3.63E-03	 	 	 	 	CCR7,MAPKAPK3,PDCD1LG2,PHGDH,CCL18,DOK2,CST1,ZBTB16,CASS4,CCN2,SAMD3,BAIAP3,HS3ST3A1,OR52M1,DMRTC2,SYT2,GZMB,TESPA1,ARL15,OTOF,SLC1A7,SQLE,ANO1,CEACAM21,PER1,RASGRP3,BTNL8,HEPH,ITIH5,PDK4,WEE1,CD44,TUBB4B,POSTN,CDH26,PCDHA12,CYP51A1,CRISP2,CCR3	39	
Tissue Development	disassembly	Disassembly of extracellular matrix	3.68E-03	 	 	 	 	MMP12,TPSAB1,CTSG	3	
Cell Signaling, Cellular Function and Maintenance, Vitamin and Mineral Metabolism	elevation	Elevation of Ca2+ in cytosol	3.68E-03	 	 	 	 	CCR7,CCR3,XCR1	3	
Cancer, Organismal Injury and Abnormalities	primary head and neck neoplasia	Primary head and neck neoplasm	3.68E-03	 	 	 	 	ADAM19,SAMD3,TUBB4B	3	
Molecular Transport	transport	Transport of halide	3.68E-03	 	 	 	 	SLC26A4,CLCNKB,ANO1	3	
Molecular Transport	transport	Transport of monovalent inorganic anion	3.68E-03	 	 	 	 	SLC26A4,CLCNKB,ANO1	3	
Neurological Disease, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	neuromuscular disease	Neuromuscular disease	3.79E-03	 	 	 	 	TNNC2,MS4A1,MAPKAPK3,PHGDH,RSAD2,IFIT1,ZBTB16,ITLN1,FDFT1,ANKRD55,SORD,CNR2,PDK4,CD44,SKAP2,SPIB,OTOF,CD69,SLC1A7,ISG15,CYP51A1,IRF4	22	
Gastrointestinal Disease, Organismal Injury and Abnormalities	chronic periodontal disease	Chronic periodontal disease	3.80E-03	 	 	 	 	CD69,PTGDR2,PRSS33,GZMB	4	
Cell Signaling, Molecular Transport, Vitamin and Mineral Metabolism	quantity	Quantity of Ca2+	3.81E-03	 	-1.982	bias	-1.439	PTGDR2,IL31RA,TPSAB1,HRH4,RASGRP3,CCR3	6	
Cancer, Neurological Disease, Organismal Injury and Abnormalities	glioma cancer	Grade 3-4 glioma cancer	3.89E-03	 	 	 	 	TNNC2,PDCD1LG2,FABP6,NMNAT2,CLDN3,CASS4,CLCA1,DMRTC2,PPP1R16B,CTSG,OTOF,CD69,SLC1A7,SIGLEC6,P2RY13,FHL3,ADAM19,SORD,TUBB4B,UBXN11,PRDX5,IL31RA,FETUB,PCDHA12,SLC27A3,CRYBA1,CCR3,RFTN1,MCOLN2,MAPKAPK3,PHGDH,DENND2D,SLC26A4,DOK2,ZBTB16,LRRC32,SAMD3,BAIAP3,IFIT2,HS3ST3A1,SHISA2,SQLE,ANO1,COL28A1,TPSAB1,PER1,SLC9B2,HRH4,IRF4,CEBPE,RASGRP3,HEPH,MS4A1,HSD11B2,PTGDR2,ITIH5,LGALS12,IFT74,CISH,ENTPD4,PDK4,WEE1,POSTN,IFIT3,CLCNKB,SLC9A3,SCNN1B,CRISP2	68	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	diffuse large B-cell lymphoma	Aggressive diffuse large B-cell lymphoma	3.94E-03	 	 	 	 	MS4A1,TUBB4B	2	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CD30 positive diffuse large cell lymphoma	CD30 positive diffuse large cell lymphoma	3.94E-03	 	 	 	 	MS4A1,TUBB4B	2	
Gastrointestinal Disease, Organismal Injury and Abnormalities	metaplasia	Metaplasia of intestine	3.94E-03	 	 	 	 	CLCA1,CD44	2	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	uterine tumor	Uterine tumor	3.95E-03	 	 	 	 	CCR7,PDCD1LG2,FABP6,NMNAT2,CLDN3,IFIT1,SFRP1,CASS4,NRROS,BTNL8,OASL,GAS1,ADAM19,TUBB4B,TRAF5,IL31RA,PCDHA12,MAP2K6,CCR3,ZNF157,MCOLN2,PHGDH,WDR93,DOK2,MMP12,ZBTB16,SAMD3,BAIAP3,ANKRD55,HS3ST3A1,VSTM1,GZMB,ARL15,SQLE,ANO1,COL28A1,TPSAB1,ISG15,SLC9B2,HRH4,IRF4,RASGRP3,HEPH,HSD11B2,EMP3,ITIH5,IFT74,FDFT1,CNR2,PDK4,WEE1,CD44,CLEC12A,POSTN,IFIT3,GAPT,ZNF366,DYDC1,XCR1	59	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	primary mediastinal large B-cell lymphoma	Primary mediastinal large B-cell lymphoma	4.03E-03	 	 	 	 	MS4A1,PDCD1LG2,IRF4,TUBB4B	4	
Cancer, Connective Tissue Disorders, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	metastasis to bone	Skeletal metastasis	4.04E-03	 	 	 	 	TNNC2,FDFT1,TUBB4B	3	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	metastatic breast cancer	Metastatic breast cancer	4.18E-03	 	 	 	 	CCR7,CLDN3,FDFT1,CD44,TUBB4B	5	
Antimicrobial Response, Inflammatory Response	antimicrobial response	Antimicrobial response	4.22E-03	 	 	 	 	RSAD2,IFIT3,OASL,IFIT1,ISG15,IFIT2,CTSG	7	
Organismal Injury and Abnormalities, Reproductive System Disease	abnormality of endometrium	Abnormality of endometrium	4.23E-03	 	 	 	 	CCR7,FABP6,NMNAT2,CLDN3,SFRP1,CASS4,CTSG,SPIB,NRROS,BTNL8,OASL,GAS1,ADAM19,TUBB4B,TRAF5,IL31RA,PCDHA12,MAP2K6,CCR3,ZNF157,MCOLN2,WDR93,DOK2,MMP12,ZBTB16,SAMD3,BAIAP3,ANKRD55,HS3ST3A1,VSTM1,GZMB,ARL15,SQLE,ANO1,COL28A1,TPSAB1,ISG15,SLC9B2,HRH4,IRF4,RASGRP3,HEPH,HSD11B2,EMP3,ITIH5,IFT74,FDFT1,CNR2,CD44,CLEC12A,IFIT3,GAPT,ZNF366,DYDC1,XCR1	55	
Auditory Disease, Developmental Disorder, Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities	hereditary congenital syndromic hearing loss	Hereditary congenital syndromic hearing loss	4.23E-03	 	 	 	 	OTOF,SLC26A4,CLCNKB	3	
Molecular Transport	transport	Transport of molecule	4.24E-03	 	-1.414	 	-0.810	HEPH,RSAD2,SLC26A4,CLDN3,MMP12,ITLN1,BAIAP3,CLCA1,CTSG,SLC1A7,CLCNKB,ANO1,SLC9A3,SLC9B2,SCNN1B,SLC27A3,MCOLN2	17	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease	laryngeal squamous cell carcinoma	Laryngeal squamous cell carcinoma	4.33E-03	 	 	 	 	ITIH5,WDR93,CDH26,PCDHA12,SCNN1B,ADAM19,HS3ST3A1,RASGRP3,CD44,TUBB4B,TESPA1	11	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	AIDS-related lymphoma associated with Castleman disease	AIDS-related lymphoma associated with Castleman disease	4.39E-03	 	 	 	 	MS4A1,TUBB4B	2	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	AIDS-related primary effusion lymphoma	AIDS-related primary effusion lymphoma	4.39E-03	 	 	 	 	MS4A1,TUBB4B	2	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CD20-positive lymphoma	Advanced CD20-positive lymphoma	4.39E-03	 	 	 	 	MS4A1,TUBB4B	2	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	CD30 positive anaplastic large cell lymphoma	Ann Arbor stage I-IV CD30 positive anaplastic large cell lymphoma	4.39E-03	 	 	 	 	MS4A1,TUBB4B	2	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	angioimmunoblastic T-cell lymphoma	Ann Arbor stage I-IV angioimmunoblastic T-cell lymphoma	4.39E-03	 	 	 	 	MS4A1,TUBB4B	2	
Cancer, Dermatological Diseases and Conditions, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	cutaneous small/medium T-cell lymphoma	Ann Arbor stage I-IV cutaneous small/medium T-cell lymphoma	4.39E-03	 	 	 	 	MS4A1,TUBB4B	2	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	enteropathy-associated T-cell lymphoma	Ann Arbor stage I-IV enteropathy-associated T-cell lymphoma	4.39E-03	 	 	 	 	MS4A1,TUBB4B	2	
Cancer, Gastrointestinal Disease, Hematological Disease, Hepatic System Disease, Immunological Disease, Organismal Injury and Abnormalities	hepatosplenic T-cell lymphoma	Ann Arbor stage I-IV hepatosplenic T-cell lymphoma	4.39E-03	 	 	 	 	MS4A1,TUBB4B	2	
